dep_city,arr_city,number
昭通,杭州,36
昭通,昆明,23
昭通,广州,21
昭通,重庆,16
丽江,重庆,260
丽江,贵阳,140
丽江,杭州,107
丽江,成都,105
丽江,郑州,103
普洱,昆明,123
普洱,上海,61
普洱,重庆,46
普洱,成都,30
普洱,北京,12
临沧,昆明,162
临沧,重庆,5
临沧,长沙,4
临沧,深圳,4
临沧,曲靖,4
德宏,昆明,572
德宏,北京,44
德宏,重庆,29
德宏,成都,21
德宏,广州,20
怒江,昆明,15
怒江,深圳,2
怒江,山南,2
怒江,北京,2
怒江,乐东,2
迪庆,昆明,98
迪庆,成都,30
迪庆,重庆,19
迪庆,山南,5
迪庆,咸阳,5
大理,成都,110
大理,北京,92
大理,重庆,88
大理,上海,61
大理,郑州,50
楚雄,杭州,15
楚雄,天津,12
楚雄,海口,11
楚雄,深圳,10
楚雄,成都,10
红河,北京,35
红河,郑州,15
红河,成都,13
红河,深圳,11
红河,咸阳,11
文山,杭州,15
文山,重庆,14
文山,三亚,14
文山,北京,13
文山,上海,13
西双版纳,昆明,791
西双版纳,成都,99
西双版纳,重庆,87
西双版纳,北京,60
西双版纳,杭州,45
拉萨,成都,448
拉萨,重庆,253
拉萨,咸阳,244
拉萨,昆明,101
拉萨,西安,67
昌都,成都,148
昌都,咸阳,100
昌都,重庆,80
昌都,山南,24
昌都,西安,22
日喀则,成都,70
日喀则,重庆,19
日喀则,咸阳,17
日喀则,郑州,6
日喀则,昆明,4
山南,成都,120
山南,重庆,52
山南,咸阳,36
山南,绵阳,16
山南,北京,14
那曲,成都,7
那曲,重庆,4
那曲,西宁,3
那曲,咸阳,2
那曲,阿拉善盟,1
阿里,山南,24
阿里,拉萨,9
阿里,甘孜,1
阿里,烟台,1
阿里,泉州,1
林芝,成都,117
林芝,重庆,97
林芝,咸阳,59
林芝,深圳,56
林芝,兰州,15
西安,北京,624
西安,上海,609
西安,深圳,518
西安,广州,433
西安,南京,370
宝鸡,深圳,20
宝鸡,广州,16
宝鸡,上海,15
宝鸡,海口,10
宝鸡,杭州,10
咸阳,上海,238
咸阳,深圳,209
咸阳,乌鲁木齐,190
咸阳,北京,180
咸阳,重庆,168
渭南,深圳,23
渭南,广州,21
渭南,北京,18
渭南,杭州,15
渭南,上海,12
铜川,深圳,4
铜川,北京,4
铜川,长沙,3
铜川,烟台,3
铜川,广州,3
延安,北京,38
延安,杭州,29
延安,广州,11
延安,上海,10
延安,长沙,8
榆林,西安,274
榆林,咸阳,105
榆林,北京,81
榆林,深圳,24
榆林,成都,21
安康,深圳,12
安康,杭州,11
安康,广州,10
安康,三亚,9
安康,上海,8
汉中,北京,29
汉中,上海,28
汉中,深圳,15
汉中,海口,14
汉中,哈尔滨,14
商洛,广州,8
商洛,深圳,7
商洛,厦门,5
商洛,北京,5
商洛,上海,5
兰州,北京,245
兰州,乌鲁木齐,242
兰州,杭州,169
兰州,广州,167
兰州,上海,156
嘉峪关,北京,14
嘉峪关,咸阳,9
嘉峪关,西安,6
嘉峪关,兰州,6
嘉峪关,长沙,4
金昌,咸阳,13
金昌,西安,7
金昌,成都,6
金昌,广州,4
金昌,北京,4
白银,乌鲁木齐,15
白银,南京,13
白银,深圳,12
白银,北京,11
白银,广州,10
天水,天津,24
天水,乌鲁木齐,24
天水,杭州,21
天水,重庆,11
天水,深圳,11
酒泉,兰州,59
酒泉,咸阳,35
酒泉,北京,26
酒泉,西安,18
酒泉,成都,17
张掖,兰州,23
张掖,上海,13
张掖,天津,12
张掖,咸阳,12
张掖,深圳,10
武威,乌鲁木齐,20
武威,南京,14
武威,成都,8
武威,天津,8
武威,咸阳,6
定西,乌鲁木齐,19
定西,杭州,9
定西,北京,8
定西,上海,8
定西,沈阳,7
陇南,深圳,39
陇南,乌鲁木齐,15
陇南,杭州,13
陇南,兰州,10
陇南,海口,9
平凉,乌鲁木齐,15
平凉,北京,9
平凉,广州,7
平凉,杭州,6
平凉,深圳,5
庆阳,上海,31
庆阳,兰州,29
庆阳,北京,21
庆阳,成都,20
庆阳,深圳,19
临夏,广州,16
临夏,杭州,15
临夏,上海,13
临夏,深圳,11
临夏,北京,9
甘南,昆明,11
甘南,成都,7
甘南,北京,5
甘南,重庆,4
甘南,杭州,3
西宁,咸阳,171
西宁,北京,154
西宁,长沙,92
西宁,成都,92
西宁,武汉,79
海东,咸阳,33
海东,北京,23
海东,成都,22
海东,杭州,13
海东,南京,13
海北,咸阳,4
海北,西双版纳,2
海北,深圳,2
海北,济南,2
海北,昆明,2
黄南州,重庆,3
黄南州,北京,2
黄南州,郑州,1
黄南州,连云港,1
黄南州,贵阳,1
海南州,南昌,15
海南州,咸阳,5
海南州,镇江,4
海南州,广州,3
海南州,合肥,3
果洛,酒泉,1
果洛,迪庆,1
果洛,贵港,1
果洛,湛江,1
果洛,榆林,1
玉树州,西宁,9
玉树州,山南,9
玉树州,成都,8
玉树州,海东,2
玉树州,拉萨,2
海西州,咸阳,22
海西州,海东,15
海西州,成都,13
海西州,北京,11
海西州,西安,9
银川,重庆,250
银川,西安,203
银川,长沙,194
银川,北京,189
银川,成都,186
石嘴山,咸阳,26
石嘴山,郑州,22
石嘴山,成都,22
石嘴山,重庆,21
石嘴山,上海,21
吴忠,成都,20
吴忠,十堰,20
吴忠,西安,18
吴忠,北京,17
吴忠,海口,13
固原,天津,12
固原,重庆,9
固原,上海,9
固原,北京,7
固原,乌鲁木齐,7
中卫,重庆,30
中卫,北京,16
中卫,广州,11
中卫,上海,8
中卫,扬州,5
乌鲁木齐,喀什,506
乌鲁木齐,北京,378
乌鲁木齐,成都,331
乌鲁木齐,上海,304
乌鲁木齐,重庆,248
克拉玛依,成都,58
克拉玛依,北京,58
克拉玛依,天津,39
克拉玛依,郑州,36
克拉玛依,西安,27
吐鲁番,郑州,21
吐鲁番,喀什,10
吐鲁番,成都,9
吐鲁番,上海,8
吐鲁番,咸阳,7
哈密,成都,29
哈密,北京,26
哈密,乌鲁木齐,26
哈密,咸阳,18
哈密,兰州,11
昌吉,北京,34
昌吉,咸阳,22
昌吉,郑州,21
昌吉,西安,20
昌吉,成都,20
博州,乌鲁木齐,77
博州,保定,11
博州,武汉,7
博州,忻州,5
博州,天津,5
巴州,郑州,81
巴州,成都,68
巴州,北京,67
巴州,重庆,52
巴州,咸阳,36
阿克苏,乌鲁木齐,299
阿克苏,郑州,51
阿克苏,重庆,47
阿克苏,北京,25
阿克苏,兰州,20
克州,乌鲁木齐,71
克州,成都,6
克州,苏州,4
克州,昌吉,4
克州,上海,4
喀什,乌鲁木齐,568
喀什,成都,49
喀什,济南,36
喀什,北京,33
喀什,昌吉,28
和田,乌鲁木齐,430
和田,成都,73
和田,北京,48
和田,天津,44
和田,杭州,24
伊犁,乌鲁木齐,298
伊犁,北京,22
伊犁,南京,20
伊犁,重庆,15
伊犁,昌吉,13
塔城,乌鲁木齐,98
塔城,喀什,15
塔城,成都,8
塔城,广州,8
塔城,上海,7
阿勒泰,乌鲁木齐,79
阿勒泰,咸阳,25
阿勒泰,北京,12
阿勒泰,重庆,11
阿勒泰,昆明,6
石河子,郑州,39
石河子,成都,30
石河子,重庆,28
石河子,合肥,28
石河子,宁波,22
阿拉尔,乌鲁木齐,92
阿拉尔,重庆,17
阿拉尔,兰州,11
阿拉尔,郑州,6
阿拉尔,成都,5
图木舒克,乌鲁木齐,29
图木舒克,郑州,5
图木舒克,成都,3
图木舒克,周口,3
图木舒克,兰州,3
五家渠,重庆,5
五家渠,长沙,4
五家渠,北京,4
五家渠,郑州,3
五家渠,塔城,3
香港,上海,530
香港,北京,320
香港,杭州,153
香港,成都,136
香港,南京,122
台湾,上海,231
台湾,北京,122
台湾,香港,100
台湾,深圳,90
台湾,广州,68
