dep_city,arr_city,number
绵阳,北京,1523
绵阳,上海,1364
自贡,成都,4350
自贡,内江,2293
自贡,宜宾,2233
自贡,重庆,1387
自贡,泸州,603
攀枝花,凉山,2494
攀枝花,成都,717
攀枝花,昆明,522
攀枝花,丽江,363
攀枝花,楚雄,299
泸州,成都,2973
泸州,重庆,1921
泸州,内江,1252
泸州,宜宾,853
泸州,宁波,795
德阳,成都,22358
德阳,绵阳,4086
德阳,重庆,1029
德阳,遂宁,565
德阳,眉山,515
广元,成都,4767
广元,绵阳,2392
广元,重庆,1203
广元,南充,851
广元,汉中,673
遂宁,成都,7795
遂宁,重庆,1855
遂宁,南充,1187
遂宁,绵阳,635
遂宁,德阳,587
内江,成都,7050
内江,重庆,2268
内江,自贡,2154
内江,资阳,1529
内江,泸州,1192
乐山,成都,12528
乐山,眉山,2600
乐山,重庆,695
乐山,凉山,695
乐山,北京,625
资阳,成都,13239
资阳,内江,1440
资阳,重庆,1305
资阳,上海,426
资阳,眉山,411
南充,成都,9806
南充,重庆,2495
南充,遂宁,1167
南充,达州,1020
南充,广安,977
达州,成都,4980
达州,重庆,4363
达州,南充,1058
达州,巴中,945
达州,广安,729
雅安,成都,3587
雅安,凉山,868
雅安,攀枝花,283
雅安,乐山,236
雅安,重庆,197
甘孜,成都,1876
甘孜,凉山,352
甘孜,遂宁,219
甘孜,重庆,207
甘孜,宜宾,178
凉山,成都,4910
凉山,攀枝花,2613
凉山,乐山,1010
凉山,雅安,963
凉山,眉山,581
广安,重庆,4330
广安,成都,2310
广安,南充,821
广安,达州,629
广安,贵阳,227
巴中,成都,1925
巴中,达州,541
巴中,重庆,471
巴中,广元,391
巴中,西安,109
眉山,成都,14808
眉山,乐山,2356
眉山,重庆,559
眉山,资阳,493
眉山,宜宾,462
贵阳,遵义,16786
贵阳,黔南,16273
贵阳,毕节,15487
贵阳,安顺,12910
贵阳,黔东南,8208
六盘水,毕节,6338
六盘水,贵阳,5075
六盘水,安顺,2509
六盘水,昆明,1937
六盘水,曲靖,1630
遵义,贵阳,11548
遵义,重庆,4675
遵义,毕节,1318
遵义,北京,1307
遵义,黔南,1121
铜仁,贵阳,3539
铜仁,怀化,1497
铜仁,黔东南,1384
铜仁,遵义,694
铜仁,安顺,564
黔西南,贵阳,2299
黔西南,曲靖,1080
黔西南,六盘水,975
黔西南,昆明,768
黔西南,百色,643
毕节,贵阳,8646
毕节,六盘水,5009
毕节,遵义,1015
毕节,昭通,978
毕节,安顺,932
安顺,贵阳,10584
安顺,六盘水,2689
安顺,毕节,1340
安顺,遵义,968
安顺,黔南,831
黔东南,贵阳,6668
黔东南,黔南,3396
黔东南,铜仁,1308
黔东南,怀化,1232
黔东南,安顺,1014
黔南,贵阳,15988
黔南,黔东南,3451
黔南,遵义,1937
黔南,毕节,1490
黔南,安顺,1358
昆明,曲靖,20232
昆明,大理,14448
昆明,楚雄,12203
昆明,红河,9472
昆明,玉溪,8591
曲靖,昆明,17315
曲靖,六盘水,1850
曲靖,黔西南,971
曲靖,红河,948
曲靖,昭通,825
玉溪,昆明,8736
玉溪,红河,1301
玉溪,曲靖,736
玉溪,大理,476
玉溪,楚雄,436
保山,昆明,1039
保山,北京,483
保山,大理,441
保山,青岛,312
保山,楚雄,228
昭通,宜宾,3172
昭通,昆明,2610
昭通,成都,761
昭通,毕节,714
昭通,重庆,580
丽江,大理,3126
丽江,昆明,2654
丽江,郑州,1278
丽江,杭州,795
丽江,南京,710
普洱,昆明,2365
普洱,上海,540
普洱,曲靖,256
普洱,玉溪,225
普洱,红河,144
临沧,昆明,1876
临沧,大理,1032
临沧,楚雄,421
临沧,曲靖,275
临沧,深圳,159
德宏,昆明,820
德宏,西安,426
德宏,大理,376
德宏,广州,284
德宏,北京,255
怒江,昆明,341
怒江,大理,155
怒江,郑州,85
怒江,楚雄,59
怒江,曲靖,34
迪庆,昆明,270
迪庆,大理,196
迪庆,楚雄,68
迪庆,深圳,56
迪庆,东莞,56
大理,昆明,9593
大理,楚雄,2635
大理,丽江,2500
大理,曲靖,1347
大理,临沧,907
楚雄,昆明,8820
楚雄,大理,2153
楚雄,曲靖,787
楚雄,临沧,596
楚雄,保山,531
红河,昆明,8030
红河,玉溪,1464
红河,文山,1323
红河,曲靖,1026
红河,大理,312
文山,昆明,1978
文山,红河,1056
文山,广州,452
文山,南宁,351
文山,福州,255
西双版纳,昆明,947
西双版纳,北京,426
西双版纳,西安,284
西双版纳,丽江,271
西双版纳,郑州,227
拉萨,海西州,2433
拉萨,那曲,1981
拉萨,日喀则,1910
拉萨,重庆,1682
拉萨,成都,1324
昌都,成都,102
昌都,重庆,44
昌都,拉萨,33
昌都,驻马店,28
昌都,青岛,28
日喀则,拉萨,1087
日喀则,成都,454
日喀则,重庆,142
日喀则,林芝,112
日喀则,绵阳,85
山南,拉萨,609
山南,重庆,363
山南,成都,203
山南,海西州,57
山南,贵阳,56
那曲,拉萨,1035
那曲,海西州,398
那曲,玉树州,62
那曲,西安,56
那曲,兰州,29
阿里,黄冈,28
阿里,滨州,28
阿里,广州,28
阿里,平顶山,28
阿里,哈尔滨,28
林芝,拉萨,296
林芝,咸阳,250
林芝,深圳,227
林芝,海西州,221
林芝,凉山,162
西安,咸阳,46993
西安,渭南,21586
西安,宝鸡,13533
西安,延安,9328
西安,商洛,7376
宝鸡,西安,11263
宝鸡,咸阳,4777
宝鸡,天水,1912
宝鸡,哈密,1051
宝鸡,兰州,978
咸阳,西安,49010
咸阳,宝鸡,4747
咸阳,渭南,2473
咸阳,延安,1118
咸阳,郑州,849
渭南,西安,20784
渭南,咸阳,2077
渭南,运城,1413
渭南,三门峡,1018
渭南,铜川,1015
铜川,西安,2862
铜川,渭南,916
铜川,咸阳,652
铜川,延安,453
铜川,榆林,212
延安,西安,7801
延安,榆林,3033
延安,渭南,1328
延安,咸阳,1103
延安,铜川,489
榆林,鄂尔多斯,3925
榆林,西安,3466
榆林,延安,2675
榆林,忻州,1847
榆林,吕梁,1371
安康,西安,3503
安康,十堰,1206
安康,汉中,1148
安康,达州,1055
安康,成都,982
汉中,西安,3462
汉中,成都,1396
汉中,安康,933
汉中,广元,787
汉中,绵阳,510
商洛,西安,5942
商洛,南阳,656
商洛,咸阳,502
商洛,安康,454
商洛,渭南,435
兰州,定西,10360
兰州,天水,7578
兰州,武威,5445
兰州,白银,5313
兰州,临夏,5033
嘉峪关,酒泉,2770
嘉峪关,兰州,1323
嘉峪关,张掖,923
嘉峪关,武威,710
嘉峪关,天水,536
金昌,兰州,1039
金昌,武威,695
金昌,张掖,401
金昌,酒泉,354
金昌,天水,354
白银,兰州,3958
白银,定西,507
白银,武威,300
白银,乌鲁木齐,284
白银,西宁,265
天水,兰州,4070
天水,西安,1453
天水,定西,1421
天水,陇南,1096
天水,宝鸡,1069
酒泉,兰州,4386
酒泉,张掖,2568
酒泉,嘉峪关,2549
酒泉,武威,2478
酒泉,天水,2101
张掖,兰州,2634
张掖,酒泉,1360
张掖,西安,1043
张掖,武威,1028
张掖,天水,804
武威,兰州,3462
武威,酒泉,1116
武威,乌鲁木齐,954
武威,张掖,801
武威,金昌,610
定西,兰州,5023
定西,天水,1250
定西,西安,700
定西,重庆,495
定西,酒泉,458
陇南,兰州,1156
陇南,广元,580
陇南,成都,556
陇南,天水,544
陇南,宝鸡,518
平凉,西安,1079
平凉,兰州,923
平凉,宝鸡,402
平凉,固原,330
平凉,中卫,256
庆阳,西安,656
庆阳,兰州,376
庆阳,银川,148
庆阳,平凉,143
庆阳,深圳,142
临夏,兰州,4131
临夏,西宁,260
临夏,西安,173
临夏,广州,170
临夏,海东,124
甘南,兰州,966
甘南,武威,129
甘南,张掖,82
甘南,西宁,73
甘南,天水,71
西宁,海东,11312
西宁,兰州,3380
西宁,海西州,3244
西宁,西安,2398
西宁,海北,1667
海东,西宁,11600
海东,兰州,2191
海东,海西州,643
海东,西安,362
海东,北京,272
海北,西宁,1515
海北,郑州,261
海北,兰州,154
海北,海西州,149
海北,蚌埠,142
黄南州,西宁,408
黄南州,海东,63
黄南州,兰州,30
黄南州,沈阳,28
黄南州,天津,22
海南州,西宁,1378
海南州,海东,150
海南州,兰州,121
海南州,海西州,99
海南州,西双版纳,56
果洛,西宁,314
果洛,海东,56
果洛,和田,56
果洛,马鞍山,28
果洛,锡盟,28
玉树州,海西州,1192
玉树州,西宁,659
玉树州,兰州,298
玉树州,拉萨,179
玉树州,绵阳,151
海西州,西宁,3190
海西州,兰州,1735
海西州,海东,912
海西州,太原,795
海西州,海北,552
银川,吴忠,6254
银川,中卫,5503
银川,固原,4196
银川,石嘴山,3065
银川,榆林,1290
石嘴山,银川,2817
石嘴山,乌海,519
石嘴山,中卫,415
石嘴山,吴忠,342
石嘴山,固原,285
吴忠,银川,4391
吴忠,中卫,1876
吴忠,固原,482
吴忠,榆林,371
吴忠,兰州,273
固原,银川,1206
固原,中卫,1020
固原,吴忠,622
固原,平凉,487
固原,西安,167
中卫,银川,3212
中卫,吴忠,1891
中卫,固原,1072
中卫,酒泉,586
中卫,乌鲁木齐,540
乌鲁木齐,兰州,8583
乌鲁木齐,昌吉,7856
乌鲁木齐,酒泉,5584
乌鲁木齐,哈密,5336
乌鲁木齐,喀什,4591
克拉玛依,乌鲁木齐,1362
克拉玛依,酒泉,558
克拉玛依,伊犁,550
克拉玛依,塔城,377
克拉玛依,哈密,376
吐鲁番,乌鲁木齐,2942
吐鲁番,兰州,2046
吐鲁番,张掖,1993
吐鲁番,酒泉,1716
吐鲁番,武威,1557
哈密,兰州,4365
哈密,武威,2942
哈密,张掖,2613
哈密,乌鲁木齐,2094
哈密,陇南,1796
昌吉,乌鲁木齐,8695
昌吉,兰州,966
昌吉,酒泉,677
昌吉,哈密,659
昌吉,张掖,640
博州,乌鲁木齐,771
博州,伊犁,318
博州,昌吉,207
博州,塔城,175
博州,哈密,149
巴州,乌鲁木齐,2468
巴州,阿克苏,1964
巴州,金昌,1296
巴州,酒泉,1269
巴州,哈密,1065
阿克苏,巴州,2151
阿克苏,乌鲁木齐,1943
阿克苏,吐鲁番,1781
阿克苏,喀什,1572
阿克苏,哈密,1132
克州,喀什,678
克州,巴州,274
克州,阿克苏,261
克州,和田,195
克州,吐鲁番,162
喀什,阿克苏,2636
喀什,巴州,2050
喀什,吐鲁番,1408
喀什,乌鲁木齐,1238
喀什,哈密,682
和田,乌鲁木齐,692
和田,成都,369
和田,阿克苏,334
和田,巴州,283
和田,天津,227
伊犁,乌鲁木齐,2412
伊犁,塔城,934
伊犁,克拉玛依,580
伊犁,昌吉,521
伊犁,可克达拉,495
塔城,乌鲁木齐,2067
塔城,伊犁,957
塔城,石河子,695
塔城,克拉玛依,403
塔城,哈密,357
阿勒泰,乌鲁木齐,328
阿勒泰,北屯,146
阿勒泰,克拉玛依,126
阿勒泰,昌吉,70
阿勒泰,重庆,56
石河子,乌鲁木齐,3458
石河子,张掖,1582
石河子,哈密,1338
石河子,酒泉,1326
石河子,塔城,681
阿拉尔,阿克苏,1751
阿拉尔,巴州,1357
阿拉尔,乌鲁木齐,602
阿拉尔,吐鲁番,549
阿拉尔,哈密,428
图木舒克,阿克苏,135
图木舒克,喀什,101
图木舒克,郑州,85
图木舒克,乌鲁木齐,65
图木舒克,天津,56
五家渠,乌鲁木齐,1423
五家渠,兰州,198
五家渠,哈密,167
五家渠,昌吉,144
五家渠,巴州,131
香港,深圳,13189
香港,北京,3211
香港,广州,2953
香港,东莞,1546
香港,上海,1178
台湾,北京,738
台湾,鞍山,198
台湾,成都,198
台湾,太原,198
台湾,大连,198
