city_name,indicator_value,edgenum
深圳,16,4
上海,16,4
松原,18,2
泰安,19,2
濮阳,20,2
武威,21,1
兰州,21,1
梅州,21,1
长春,21,1
白城,21,1
温州,22,1
宁德,22,1
吉安,23,1
赣州,23,1
潍坊,24,1
日照,24,1
济南,24,1
汕尾,24,1
河源,24,1
聊城,24,1
济宁,24,1
保山,24,1
临沧,24,1
嘉兴,24,1
南通,24,1
宁波,24,1
无锡,24,1
盘锦,24,1
营口,24,1
安阳,24,1
揭阳,24,1
