city_name,indicator_value,edgenum
成都,31,3
重庆,32,2
郑州,34,2
广州,34,2
江门,35,2
石家庄,36,1
衡水,36,1
唐山,37,1
秦皇岛,37,1
遂宁,37,1
泸州,37,1
新乡,37,1
许昌,37,1
忻州,38,1
太原,38,1
呼和浩特,39,1
包头,39,1
乐山,39,1
南京,40,1
滁州,40,1
淄博,41,1
潍坊,41,1
衡阳,41,1
株洲,41,1
中山,41,1
娄底,41,1
湘潭,41,1
佛山,41,1
